level,slug,locale,code,message
repair_required,accountants-and-auditors,,evidence_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,accountants-and-auditors,,evidence_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,accountants-and-auditors,,evidence_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,accountants-and-auditors,,evidence_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,accountants-and-auditors,,evidence_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,accountants-and-auditors,,external_calibration_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,accountants-and-auditors,,external_calibration_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,accountants-and-auditors,,workflow_evidence_items_below_4,minimum 4 occupation-specific workflow evidence items
repair_required,accountants-and-auditors,,internal_rubric_alone_or_unbounded,internal rubric must be paired with task evidence and external calibration
repair_required,actors,,evidence_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,actors,,evidence_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,actors,,evidence_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,actors,,evidence_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,actors,,external_calibration_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,actors,,external_calibration_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,actors,,workflow_evidence_items_below_4,minimum 4 occupation-specific workflow evidence items
repair_required,actors,,internal_rubric_alone_or_unbounded,internal rubric must be paired with task evidence and external calibration
repair_required,actuaries,,evidence_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,actuaries,,evidence_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,actuaries,,evidence_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,actuaries,,evidence_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,actuaries,,external_calibration_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,actuaries,,external_calibration_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,actuaries,,workflow_evidence_items_below_4,minimum 4 occupation-specific workflow evidence items
repair_required,actuaries,,internal_rubric_alone_or_unbounded,internal rubric must be paired with task evidence and external calibration
repair_required,acupuncturists,,evidence_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,acupuncturists,,evidence_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,acupuncturists,,evidence_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,acupuncturists,,evidence_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,acupuncturists,,external_calibration_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,acupuncturists,,external_calibration_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,acupuncturists,,workflow_evidence_items_below_4,minimum 4 occupation-specific workflow evidence items
repair_required,acupuncturists,,internal_rubric_alone_or_unbounded,internal rubric must be paired with task evidence and external calibration
repair_required,acute-care-nurses,,evidence_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,acute-care-nurses,,evidence_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,acute-care-nurses,,evidence_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,acute-care-nurses,,evidence_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,acute-care-nurses,,external_calibration_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,acute-care-nurses,,external_calibration_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,acute-care-nurses,,workflow_evidence_items_below_4,minimum 4 occupation-specific workflow evidence items
repair_required,acute-care-nurses,,internal_rubric_alone_or_unbounded,internal rubric must be paired with task evidence and external calibration
repair_required,adapted-physical-education-specialists,,evidence_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,adapted-physical-education-specialists,,evidence_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,adapted-physical-education-specialists,,evidence_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,adapted-physical-education-specialists,,evidence_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,adapted-physical-education-specialists,,external_calibration_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,adapted-physical-education-specialists,,external_calibration_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,adapted-physical-education-specialists,,workflow_evidence_items_below_4,minimum 4 occupation-specific workflow evidence items
repair_required,adapted-physical-education-specialists,,internal_rubric_alone_or_unbounded,internal rubric must be paired with task evidence and external calibration
repair_required,adhesive-bonding-machine-operators-and-tenders,,evidence_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,adhesive-bonding-machine-operators-and-tenders,,evidence_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,adhesive-bonding-machine-operators-and-tenders,,evidence_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,adhesive-bonding-machine-operators-and-tenders,,evidence_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,adhesive-bonding-machine-operators-and-tenders,,external_calibration_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,adhesive-bonding-machine-operators-and-tenders,,external_calibration_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,adhesive-bonding-machine-operators-and-tenders,,workflow_evidence_items_below_4,minimum 4 occupation-specific workflow evidence items
repair_required,adhesive-bonding-machine-operators-and-tenders,,internal_rubric_alone_or_unbounded,internal rubric must be paired with task evidence and external calibration
repair_required,administrative-law-judges-adjudicators-and-hearing-officers,,evidence_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,administrative-law-judges-adjudicators-and-hearing-officers,,evidence_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,administrative-law-judges-adjudicators-and-hearing-officers,,evidence_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,administrative-law-judges-adjudicators-and-hearing-officers,,evidence_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,administrative-law-judges-adjudicators-and-hearing-officers,,external_calibration_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,administrative-law-judges-adjudicators-and-hearing-officers,,external_calibration_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,administrative-law-judges-adjudicators-and-hearing-officers,,workflow_evidence_items_below_4,minimum 4 occupation-specific workflow evidence items
repair_required,administrative-law-judges-adjudicators-and-hearing-officers,,internal_rubric_alone_or_unbounded,internal rubric must be paired with task evidence and external calibration
repair_required,administrative-services-managers,,evidence_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,administrative-services-managers,,evidence_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,administrative-services-managers,,evidence_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,administrative-services-managers,,evidence_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,administrative-services-managers,,evidence_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,administrative-services-managers,,external_calibration_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,administrative-services-managers,,external_calibration_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,administrative-services-managers,,workflow_evidence_items_below_4,minimum 4 occupation-specific workflow evidence items
repair_required,administrative-services-managers,,internal_rubric_alone_or_unbounded,internal rubric must be paired with task evidence and external calibration
repair_required,adult-literacy-and-ged-teachers,,evidence_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,adult-literacy-and-ged-teachers,,evidence_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,adult-literacy-and-ged-teachers,,evidence_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,adult-literacy-and-ged-teachers,,evidence_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,adult-literacy-and-ged-teachers,,external_calibration_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,adult-literacy-and-ged-teachers,,external_calibration_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,adult-literacy-and-ged-teachers,,workflow_evidence_items_below_4,minimum 4 occupation-specific workflow evidence items
repair_required,adult-literacy-and-ged-teachers,,internal_rubric_alone_or_unbounded,internal rubric must be paired with task evidence and external calibration
repair_required,adult-basic-education-adult-secondary-education-and-english-as-a-second-language-instructors,,evidence_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,adult-basic-education-adult-secondary-education-and-english-as-a-second-language-instructors,,evidence_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,adult-basic-education-adult-secondary-education-and-english-as-a-second-language-instructors,,evidence_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,adult-basic-education-adult-secondary-education-and-english-as-a-second-language-instructors,,evidence_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,adult-basic-education-adult-secondary-education-and-english-as-a-second-language-instructors,,external_calibration_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,adult-basic-education-adult-secondary-education-and-english-as-a-second-language-instructors,,external_calibration_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,adult-basic-education-adult-secondary-education-and-english-as-a-second-language-instructors,,workflow_evidence_items_below_4,minimum 4 occupation-specific workflow evidence items
repair_required,adult-basic-education-adult-secondary-education-and-english-as-a-second-language-instructors,,internal_rubric_alone_or_unbounded,internal rubric must be paired with task evidence and external calibration
repair_required,advanced-practice-psychiatric-nurses,,evidence_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,advanced-practice-psychiatric-nurses,,evidence_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,advanced-practice-psychiatric-nurses,,evidence_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,advanced-practice-psychiatric-nurses,,evidence_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,advanced-practice-psychiatric-nurses,,external_calibration_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,advanced-practice-psychiatric-nurses,,external_calibration_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,advanced-practice-psychiatric-nurses,,workflow_evidence_items_below_4,minimum 4 occupation-specific workflow evidence items
repair_required,advanced-practice-psychiatric-nurses,,internal_rubric_alone_or_unbounded,internal rubric must be paired with task evidence and external calibration
repair_required,advertising-and-promotions-managers,,evidence_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,advertising-and-promotions-managers,,evidence_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,advertising-and-promotions-managers,,evidence_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,advertising-and-promotions-managers,,evidence_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,advertising-and-promotions-managers,,external_calibration_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,advertising-and-promotions-managers,,external_calibration_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,advertising-and-promotions-managers,,workflow_evidence_items_below_4,minimum 4 occupation-specific workflow evidence items
repair_required,advertising-and-promotions-managers,,internal_rubric_alone_or_unbounded,internal rubric must be paired with task evidence and external calibration
repair_required,advertising-sales-agents,,evidence_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,advertising-sales-agents,,evidence_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,advertising-sales-agents,,evidence_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,advertising-sales-agents,,evidence_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,advertising-sales-agents,,evidence_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,advertising-sales-agents,,external_calibration_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,advertising-sales-agents,,external_calibration_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,advertising-sales-agents,,workflow_evidence_items_below_4,minimum 4 occupation-specific workflow evidence items
repair_required,advertising-sales-agents,,internal_rubric_alone_or_unbounded,internal rubric must be paired with task evidence and external calibration
repair_required,advertising-promotions-and-marketing-managers,,evidence_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,advertising-promotions-and-marketing-managers,,evidence_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,advertising-promotions-and-marketing-managers,,evidence_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,advertising-promotions-and-marketing-managers,,evidence_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,advertising-promotions-and-marketing-managers,,external_calibration_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,advertising-promotions-and-marketing-managers,,external_calibration_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,advertising-promotions-and-marketing-managers,,workflow_evidence_items_below_4,minimum 4 occupation-specific workflow evidence items
repair_required,advertising-promotions-and-marketing-managers,,internal_rubric_alone_or_unbounded,internal rubric must be paired with task evidence and external calibration
repair_required,aerospace-engineering-and-operations-technicians,,evidence_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,aerospace-engineering-and-operations-technicians,,evidence_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,aerospace-engineering-and-operations-technicians,,evidence_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,aerospace-engineering-and-operations-technicians,,evidence_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
