framework,entity_type,entity_code,locale,slug,url,canonical,hreflang_en,hreflang_zh,robots,http_status,redirect_target,sitemap_eligible,sitemap_current,llms_eligible,llms_current,llms_full_current,launch_state,backend_authority_source,public_api_identity,title,description,h1,visible_word_count,template_content_fingerprint,inbound_links,outbound_links,gsc_clicks_28d,gsc_impressions_28d,gsc_ctr_28d,gsc_position_28d,gsc_clicks_prev28,gsc_impressions_prev28,gsc_ctr_prev28,gsc_position_prev28,gsc_clicks_90d,gsc_impressions_90d,gsc_ctr_90d,gsc_position_90d,page_indexing_state,last_modified_reviewed,evidence_status,limitation
cross_framework,hub,personality,en,personality,https://fermatmind.com/en/personality,https://fermatmind.com/en/personality,https://fermatmind.com/en/personality,https://fermatmind.com/zh/personality,"index, follow",200,,true,true,true,true,true,published,fap-api:landing_surface_v1,personality:en:hub,MBTI personalities and 16 personality types | FermatMind,"Browse MBTI 16 personality types, 32 A/T variants, popular comparisons, and the free MBTI test entry.",Explore MBTI 16 personality types,836,27b0600b6476668d790635bd9244ccaa1d7193773961ae507857750aabcf2a78,13,86,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,UNKNOWN_PAGE_LEVEL,2026-03-18T05:20:11.000Z,VERIFIED_PUBLIC_AUTHORITY_M01_NOT_RETURNED,M01 Search Analytics top-row aggregate; NOT_RETURNED is not zero; route locale is not a GSC language dimension; page-level indexing unavailable
big_five,hub,big-five,en,big-five,https://fermatmind.com/en/personality/big-five,https://fermatmind.com/en/personality/big-five,https://fermatmind.com/en/personality/big-five,https://fermatmind.com/zh/personality/big-five,"index, follow",200,,true,true,true,true,true,published,fap-api:personality_public_content_assets,big_five:en:hub:big-five,The Big Five Personality Model: A Practical Guide to the OCEAN Traits | FermatMind,"The Big Five describes individual differences across five continuous dimensions. It offers working hypotheses about tendencies, not a fixed personality type or a verdict about ability.",The Big Five Personality Model: A Practical Guide to the OCEAN Traits,3491,f65ff7460f35f4a32893ae172a5aba17030ea1eb3a19c3a982cb9816d3cbdcbf,6,36,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,UNKNOWN_PAGE_LEVEL,2026-07-19T00:00:00.000000Z,VERIFIED_PUBLIC_AUTHORITY_M01_NOT_RETURNED,M01 Search Analytics top-row aggregate; NOT_RETURNED is not zero; route locale is not a GSC language dimension; page-level indexing unavailable
big_five,domain,agreeableness,en,big-five/agreeableness,https://fermatmind.com/en/personality/big-five/agreeableness,https://fermatmind.com/en/personality/big-five/agreeableness,https://fermatmind.com/en/personality/big-five/agreeableness,https://fermatmind.com/zh/personality/big-five/agreeableness,"index, follow",200,,true,true,true,true,true,published,fap-api:personality_public_content_assets,big_five:en:domain:agreeableness,"Agreeableness: Cooperation, Trust, and Interpersonal Concern","Agreeableness describes tendencies around trust, directness, helping, conflict response, modesty, and humane concern. It does not measure whether someone is good or bad.","Agreeableness: Cooperation, Trust, and Interpersonal Concern",1701,d395c47896d0f543e666b8e579501c2c99c0c1d049f236fc29ede773ec119f40,13,13,0,3,0,28.666667,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,0,3,0,28.666667,UNKNOWN_PAGE_LEVEL,2026-07-19T00:00:00.000000Z,VERIFIED_PUBLIC_AUTHORITY_M01_GSC,M01 Search Analytics top-row aggregate; NOT_RETURNED is not zero; route locale is not a GSC language dimension; page-level indexing unavailable
big_five,polarity,agreeableness-high,en,big-five/agreeableness-high,https://fermatmind.com/en/personality/big-five/agreeableness-high,https://fermatmind.com/en/personality/big-five/agreeableness-high,https://fermatmind.com/en/personality/big-five/agreeableness-high,https://fermatmind.com/zh/personality/big-five/agreeableness-high,"index, follow",200,,true,true,true,true,true,published,fap-api:personality_public_content_assets,big_five:en:polarity:agreeableness-high,High Agreeableness: Cooperation With Boundaries,"High Agreeableness may suggest trust, cooperation, and attention to interpersonal harmony. It does not mean moral superiority, obedience, or accepting harm.",High Agreeableness: Cooperation With Boundaries,856,e2b559c0c887ffcefcdfd930c42f9a2a47aa7fc7eca82e3e707d7a2ea36391a0,5,6,0,2,0,6,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,0,2,0,6,UNKNOWN_PAGE_LEVEL,2026-07-19T00:00:00.000000Z,VERIFIED_PUBLIC_AUTHORITY_M01_GSC,M01 Search Analytics top-row aggregate; NOT_RETURNED is not zero; route locale is not a GSC language dimension; page-level indexing unavailable
big_five,polarity,agreeableness-low,en,big-five/agreeableness-low,https://fermatmind.com/en/personality/big-five/agreeableness-low,https://fermatmind.com/en/personality/big-five/agreeableness-low,https://fermatmind.com/en/personality/big-five/agreeableness-low,https://fermatmind.com/zh/personality/big-five/agreeableness-low,"index, follow",200,,true,true,true,true,true,published,fap-api:personality_public_content_assets,big_five:en:polarity:agreeableness-low,Low Agreeableness: Direct Challenge and Strong Boundaries,"Low Agreeableness may suggest direct expression, stronger skepticism, and priority for self-interest or contest. It does not mean being bad, cruel, dishonest, or unable to cooperate.",Low Agreeableness: Direct Challenge and Strong Boundaries,914,48a7b3afe79f370d3f95837846b3f0e4ecdcfa491db35743bf255bad8a8b1ee9,5,6,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,UNKNOWN_PAGE_LEVEL,2026-07-19T00:00:00.000000Z,VERIFIED_PUBLIC_AUTHORITY_M01_NOT_RETURNED,M01 Search Analytics top-row aggregate; NOT_RETURNED is not zero; route locale is not a GSC language dimension; page-level indexing unavailable
big_five,polarity,agreeableness-mid,en,big-five/agreeableness-mid,https://fermatmind.com/en/personality/big-five/agreeableness-mid,https://fermatmind.com/en/personality/big-five/agreeableness-mid,https://fermatmind.com/en/personality/big-five/agreeableness-mid,https://fermatmind.com/zh/personality/big-five/agreeableness-mid,"index, follow",200,,true,true,true,true,true,published,fap-api:personality_public_content_assets,big_five:en:polarity:agreeableness-mid,Mid-Range Agreeableness: Cooperation and Self-Advocacy,"Mid-range Agreeableness may suggest flexible balance between cooperation and self-advocacy. It is not opportunism, indecision, or an absence of interpersonal values.",Mid-Range Agreeableness: Cooperation and Self-Advocacy,875,ae722fa87bc41c17a4e722ddbaceea6919f0fd2024aab85fbf4ad8d273e3b18c,5,6,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,UNKNOWN_PAGE_LEVEL,2026-07-19T00:00:00.000000Z,VERIFIED_PUBLIC_AUTHORITY_M01_NOT_RETURNED,M01 Search Analytics top-row aggregate; NOT_RETURNED is not zero; route locale is not a GSC language dimension; page-level indexing unavailable
big_five,domain,conscientiousness,en,big-five/conscientiousness,https://fermatmind.com/en/personality/big-five/conscientiousness,https://fermatmind.com/en/personality/big-five/conscientiousness,https://fermatmind.com/en/personality/big-five/conscientiousness,https://fermatmind.com/zh/personality/big-five/conscientiousness,"index, follow",200,,true,true,true,true,true,published,fap-api:personality_public_content_assets,big_five:en:domain:conscientiousness,"Conscientiousness: Organization, Follow-Through, and Deliberation","Conscientiousness describes tendencies around organization, obligations, goal pursuit, follow-through, and deliberation. It is not a measure of ability, virtue, or guaranteed success.","Conscientiousness: Organization, Follow-Through, and Deliberation",1942,9a33f33f594006bc36b1e4bb276779239b9add7ce3259133dd32b76d8c7b9c0c,13,13,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,UNKNOWN_PAGE_LEVEL,2026-07-19T00:00:00.000000Z,VERIFIED_PUBLIC_AUTHORITY_M01_NOT_RETURNED,M01 Search Analytics top-row aggregate; NOT_RETURNED is not zero; route locale is not a GSC language dimension; page-level indexing unavailable
big_five,polarity,conscientiousness-high,en,big-five/conscientiousness-high,https://fermatmind.com/en/personality/big-five/conscientiousness-high,https://fermatmind.com/en/personality/big-five/conscientiousness-high,https://fermatmind.com/en/personality/big-five/conscientiousness-high,https://fermatmind.com/zh/personality/big-five/conscientiousness-high,"index, follow",200,,true,true,true,true,true,published,fap-api:personality_public_content_assets,big_five:en:polarity:conscientiousness-high,High Conscientiousness: Planning and Sustained Execution,"High Conscientiousness may suggest advance planning, sustained execution, and preference for order. It is not perfectionism, ability, virtue, or guaranteed success.",High Conscientiousness: Planning and Sustained Execution,936,c2ed1b88aa8a7acedaa5195ee4b719d2a25af55b75c25881c9e6893c3a082369,5,6,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,UNKNOWN_PAGE_LEVEL,2026-07-19T00:00:00.000000Z,VERIFIED_PUBLIC_AUTHORITY_M01_NOT_RETURNED,M01 Search Analytics top-row aggregate; NOT_RETURNED is not zero; route locale is not a GSC language dimension; page-level indexing unavailable
big_five,polarity,conscientiousness-low,en,big-five/conscientiousness-low,https://fermatmind.com/en/personality/big-five/conscientiousness-low,https://fermatmind.com/en/personality/big-five/conscientiousness-low,https://fermatmind.com/en/personality/big-five/conscientiousness-low,https://fermatmind.com/zh/personality/big-five/conscientiousness-low,"index, follow",200,,true,true,true,true,true,published,fap-api:personality_public_content_assets,big_five:en:polarity:conscientiousness-low,Low Conscientiousness: Flexibility and an Improvised Rhythm,"Low Conscientiousness may suggest flexibility, improvisation, and preference for a freer rhythm. It does not mean laziness, incompetence, or poor career prospects.",Low Conscientiousness: Flexibility and an Improvised Rhythm,919,3df8edda0f451fd4c5a5d66f39cc0079db7c63a7a6f97619816e82dc9dbbdc5c,5,6,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,UNKNOWN_PAGE_LEVEL,2026-07-19T00:00:00.000000Z,VERIFIED_PUBLIC_AUTHORITY_M01_NOT_RETURNED,M01 Search Analytics top-row aggregate; NOT_RETURNED is not zero; route locale is not a GSC language dimension; page-level indexing unavailable
big_five,polarity,conscientiousness-mid,en,big-five/conscientiousness-mid,https://fermatmind.com/en/personality/big-five/conscientiousness-mid,https://fermatmind.com/en/personality/big-five/conscientiousness-mid,https://fermatmind.com/en/personality/big-five/conscientiousness-mid,https://fermatmind.com/zh/personality/big-five/conscientiousness-mid,"index, follow",200,,true,true,true,true,true,published,fap-api:personality_public_content_assets,big_five:en:polarity:conscientiousness-mid,Mid-Range Conscientiousness: Structure When It Matters,Mid-range Conscientiousness may suggest a personal rhythm between order and flexibility. It is not weak self-discipline or an absence of reliable tendencies.,Mid-Range Conscientiousness: Structure When It Matters,911,3837e4f81dba088aa1d2d69d27a47f156acd7a197007dc8a8d20bb5734497b1d,5,6,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,UNKNOWN_PAGE_LEVEL,2026-07-19T00:00:00.000000Z,VERIFIED_PUBLIC_AUTHORITY_M01_NOT_RETURNED,M01 Search Analytics top-row aggregate; NOT_RETURNED is not zero; route locale is not a GSC language dimension; page-level indexing unavailable
